filename,H,pitch,accurate,correct,performance,,
DJI_20250601173600_0032_V.JPG,68.608,-90,0.20380653084743297,1,0.203806531,,
DJI_20250316143054_0005_V.JPG,35.086,-73.7,0.7622735316074483,1,0.762273532,,
DJI_20250316143059_0006_V.JPG,35.092,-89.9,0.4692692141809131,1,0.469269214,,0.454404469
DJI_20250316143102_0007_V.JPG,35.099,-90,0.39734022848994255,1,0.397340228,,
DJI_20250316143106_0008_V.JPG,34.955,-89.9,0.747707171099231,1,0.747707171,,
DJI_20250316143203_0012_V.JPG,36.407,-89.9,0.45582578779609634,1,0.455825788,,
DJI_20250318171526_0001_V.JPG,61.476,-90,0.30407907033792986,1,0.30407907,,
DJI_20250318171529_0002_V.JPG,61.527,-90,0.5107518214132549,1,0.510751821,,
DJI_20250318173943_0015_V.JPG,55.41,-90,0.8908159706217503,1,0.890815971,,
DJI_20250318173946_0016_V.JPG,55.424,-90,0.9088759166183703,1,0.908875917,,
DJI_20250401163337_0001_V.JPG,27.708,-90,0.6039909973337095,1,0.603990997,,
DJI_20250401163432_0002_V.JPG,26.485,-90,0.5089297530997724,1,0.508929753,,
DJI_20250401163439_0003_V.JPG,26.501,-90,0.5454106821003802,1,0.545410682,,
DJI_20250401164543_0035_V.JPG,39.518,-90,0.7595924134393688,1,0.759592413,,
DJI_20250527174612_0060_V.JPG,79.309,-89.9,0.41548371140228724,1,0.415483711,,
DJI_20250527174615_0061_V.JPG,79.274,-90,0,1,0,,
DJI_20250527174618_0062_V.JPG,79.451,-89.9,0,1,0,,
DJI_20250527174620_0063_V.JPG,79.558,-90,0,1,0,,
DJI_20250527174648_0064_V.JPG,78.968,-89.9,0.45736478574231226,1,0.457364786,,
DJI_20250527174702_0065_V.JPG,108.761,-90,0.7168904825620203,1,0.716890483,,
DJI_20250602162008_0026_V.JPG,55.627,-90,0.40014663428492875,1,0.400146634,,
DJI_20250602162017_0027_V.JPG,66.695,-89.9,0.38774252301678086,1,0.387742523,,
DJI_20250602162024_0028_V.JPG,78.29,-89.9,0.5742442480398419,1,0.574244248,,
DJI_20250602162030_0029_V.JPG,87.729,-89.9,0.3583792451278678,1,0.358379245,,
DJI_20250602162428_0042_V.JPG,40.188,-89.9,0.45866140401664024,1,0.458661404,,
DJI_20250602162431_0043_V.JPG,45.857,-90,0.8082403041942373,1,0.808240304,,
DJI_20250602162432_0044_V.JPG,51.601,-89.9,0.7685264433179038,1,0.768526443,,
DJI_20250602162656_0045_V.JPG,52.813,-90,0.7079728087521195,1,0.707972809,,
DJI_20250602162659_0046_V.JPG,52.878,-89.9,0.726583562908733,1,0.726583563,,
DJI_20250602162708_0047_V.JPG,45.832,-89.9,0,1,0,,
DJI_20250602162714_0048_V.JPG,45.887,-89.9,0.6030120130849126,1,0.603012013,,
DJI_20250602162718_0049_V.JPG,46.744,-89.9,0,1,0,,
DJI_20250602162720_0050_V.JPG,49.116,-89.9,0.10430207523422824,1,0.104302075,,
DJI_20250602162934_0070_V.JPG,86.106,-90,0,1,0,,
DJI_20250602162938_0071_V.JPG,84.175,-90,0,1,0,,
DJI_20250602163519_0011_V.JPG,36.705,-89.9,0.6985747875432713,1,0.698574788,,
DJI_20250602163525_0012_V.JPG,39.11,-90,0.6663377545944048,1,0.666337755,,
DJI_20250602163528_0013_V.JPG,41.008,-90,0.5447670334594246,1,0.544767033,,
DJI_20250602163531_0014_V.JPG,43.854,-89.9,0.7379630262836127,1,0.737963026,,
DJI_20250602163533_0015_V.JPG,48.658,-90,0.5238853113293014,1,0.523885311,,
DJI_20250602163536_0016_V.JPG,51.654,-89.9,0.5616422224827349,1,0.561642222,,
DJI_20250602163540_0017_V.JPG,58.669,-90,0.41115541817777196,1,0.411155418,,
DJI_20250602163545_0018_V.JPG,65.639,-89.9,0.15002443854020453,1,0.150024439,,
DJI_20250318171927_0012_V.JPG,60.815,-90,0.96261407064919,1,0.962614071,,
DJI_20250318172054_0020_V.JPG,58.138,-58.9,0.5782714820704271,1,0.578271482,,
DJI_20250318172431_0033_V.JPG,63.223,-73.3,0.7438213090748254,1,0.743821309,,
DJI_20250318172605_0040_V.JPG,63.173,-76.2,0.47892521744050853,1,0.478925217,,
DJI_20250318172738_0050_V.JPG,62.924,-80.1,0.505224110146965,1,0.50522411,,
DJI_20250318173938_0013_V.JPG,55.504,-90,0.9203531356446671,1,0.920353136,,
DJI_20250401164548_0036_V.JPG,39.484,-90,0.8456314792102325,1,0.845631479,,
DJI_20250402175155_0025_V.JPG,57.055,-78.7,0.05833033788422567,1,0.058330338,,
DJI_20250527173926_0003_V.JPG,63.987,-89.9,0.07430678159725829,1,0.074306782,,
DJI_20250527174610_0059_V.JPG,79.277,-90,0,1,0,,
DJI_20250527174708_0066_V.JPG,113.966,-90,0.6608887590033098,1,0.660888759,,
DJI_20250601173058_0009_V.JPG,73.862,-90,0,1,0,,
DJI_20250602164054_0077_V.JPG,56.055,-90,0,1,0,,
DJI_20250602164056_0078_V.JPG,59.567,-90,0,1,0,,
DJI_20250603180225_0018_V.JPG,43.767,-90,0.45184952371742176,1,0.451849524,,
DJI_20250603180338_0019_V.JPG,31.874,-90,0,1,0,,
DJI_20250603180348_0022_V.JPG,25.317,-89.9,0.5192914832607757,1,0.519291483,,
DJI_20250603180351_0023_V.JPG,23.576,-90,0.6755335807876383,1,0.675533581,,
DJI_20250603180515_0025_V.JPG,31.877,-90,0.37765223072670456,1,0.377652231,,
DJI_20250318171930_0013_V.JPG,60.774,-89.9,0.9516089860947943,1,0.951608986,,
DJI_20250318171932_0014_V.JPG,60.812,-90,0.8837263910195507,1,0.883726391,,
DJI_20250318171958_0015_V.JPG,54.799,-90,0.8917519559861602,1,0.891751956,,
DJI_20250318172002_0016_V.JPG,54.697,-89.9,0.9802259807796325,1,0.980225981,,
DJI_20250318172007_0017_V.JPG,54.792,-89.9,0.9785033582693294,1,0.978503358,,
DJI_20250318172011_0018_V.JPG,54.873,-90,0.7620810606037738,1,0.762081061,,
DJI_20250318171532_0003_V.JPG,61.46,-90,0.7725039202135298,1,0.77250392,,
DJI_20250318171550_0004_V.JPG,61.332,-89.9,0.7446577283242616,1,0.744657728,,
DJI_20250318171552_0005_V.JPG,61.321,-89.9,0.7171314259909765,1,0.717131426,,
DJI_20250318171555_0006_V.JPG,61.215,-89.9,0.8325384217391621,1,0.832538422,,
DJI_20250318171709_0007_V.JPG,61.465,-90,0.8170608755527997,1,0.817060876,,
DJI_20250318171719_0008_V.JPG,61.685,-89.9,0.683839303848453,1,0.683839304,,
DJI_20250318171729_0009_V.JPG,61.595,-89.9,0.8534949615747882,1,0.853494962,,
DJI_20250318171815_0011_V.JPG,62.618,-90,0.7552654502331517,1,0.75526545,,
DJI_20250318172057_0021_V.JPG,57.984,-60.6,0.7173726358368864,1,0.717372636,,
DJI_20250318172059_0022_V.JPG,57.847,-68.7,0.6477841830375248,1,0.647784183,,
DJI_20250318172330_0023_V.JPG,63.477,-73.3,0.7985213147502408,1,0.798521315,,
DJI_20250318172332_0024_V.JPG,63.353,-73.3,0.6601763712315559,1,0.660176371,,
DJI_20250318172350_0025_V.JPG,63.612,-73.3,0.6578247847888963,1,0.657824785,,
DJI_20250318172419_0031_V.JPG,63.158,-73.3,0.6960755776910066,1,0.696075578,,
DJI_20250318172433_0034_V.JPG,63.236,-73.2,0.9066345231960798,1,0.906634523,,
DJI_20250318172434_0035_V.JPG,63.269,-73.3,0.8464917904283769,1,0.84649179,,
DJI_20250318172436_0036_V.JPG,63.274,-73.2,0.8771062732993034,1,0.877106273,,
DJI_20250318172445_0037_V.JPG,63.324,-73.3,0.9763160028367018,1,0.976316003,,
DJI_20250318172557_0038_V.JPG,63.255,-71.5,0.42312421665183575,1,0.423124217,,
DJI_20250318172558_0039_V.JPG,63.29,-71.5,0.4083212305870637,1,0.408321231,,
DJI_20250318172607_0041_V.JPG,63.167,-80.7,0.474208350747147,1,0.474208351,,
DJI_20250318172723_0045_V.JPG,62.836,-80.1,0.4357678309039353,1,0.435767831,,
DJI_20250318172725_0046_V.JPG,62.894,-80.1,0.5927794583934305,1,0.592779458,,
DJI_20250318172729_0047_V.JPG,62.917,-80.1,0.4537453762277745,1,0.453745376,,
DJI_20250318172731_0048_V.JPG,62.882,-80.1,0.3534910523356293,1,0.353491052,,
DJI_20250318172732_0049_V.JPG,62.969,-80.1,0.6215684958879742,1,0.621568496,,
DJI_20250318172822_0051_V.JPG,62.678,-89.9,0.6724760683224844,1,0.672476068,,
DJI_20250318172917_0052_V.JPG,65.373,-89.9,0.8964847243295606,1,0.896484724,,
DJI_20250318172939_0053_V.JPG,65.104,-89.9,0.9246701019856286,1,0.924670102,,
DJI_20250318173014_0055_V.JPG,64.857,-89.9,0.7672199588626566,1,0.767219959,,
DJI_20250318173103_0056_V.JPG,64.53,-85.6,0.7642032575518486,1,0.764203258,,
DJI_20250318173131_0057_V.JPG,64.554,-90,0.8478593921262549,1,0.847859392,,
DJI_20250318173221_0058_V.JPG,64.309,-90,0.5769988381410522,1,0.576998838,,
DJI_20250318173235_0062_V.JPG,64.635,-90,0.5357539782472436,1,0.535753978,,
DJI_20250318173654_0001_V.JPG,54.365,-71.5,0.5177478714673328,1,0.517747871,,
DJI_20250318173749_0008_V.JPG,53.526,-86.4,0.3519258601334983,1,0.35192586,,
DJI_20250318173843_0009_V.JPG,53.867,-85.2,0.8005008918088226,1,0.800500892,,
DJI_20250401164605_0039_V.JPG,39.463,-90,0.9716653859419244,1,0.971665386,,
DJI_20250401164627_0041_V.JPG,39.496,-90,0,1,0,,
DJI_20250401164649_0043_V.JPG,39.604,-90,0.8424975465110767,1,0.842497547,,
DJI_20250401164858_0054_V.JPG,36.04,-89.9,0.8629844274532261,1,0.862984427,,
DJI_20250402170159_0064_V.JPG,81.9,-89.9,0.6889924321325339,1,0.688992432,,
DJI_20250402170210_0065_V.JPG,81.933,-89.9,0.7376453321432205,1,0.737645332,,
DJI_20250402175227_0028_V.JPG,57.228,-78.7,0.6759883276828975,1,0.675988328,,
DJI_20250402175355_0030_V.JPG,68.633,-89.9,0.8655454037019727,1,0.865545404,,
DJI_20250402175401_0031_V.JPG,68.693,-90,0.9372443888610611,1,0.937244389,,
DJI_20250514142903_0045_V.JPG,36.403,-89.9,0.11433385377285925,1,0.114333854,,
DJI_20250514143028_0046_V.JPG,36.963,-89.9,0.718702054133538,1,0.718702054,,
DJI_20250527173848_0001_V.JPG,63.944,-89.9,0.6953201917652923,1,0.695320192,,
DJI_20250527173958_0004_V.JPG,64.87,-89.9,0.8500309836925146,1,0.850030984,,
DJI_20250527174401_0031_V.JPG,55.07,-90,0,1,0,,
DJI_20250527174408_0032_V.JPG,55.048,-89.9,0,1,0,,
DJI_20250527174410_0033_V.JPG,55.053,-89.9,0,1,0,,
DJI_20250527174412_0034_V.JPG,55.111,-89.9,0,1,0,,
DJI_20250527174417_0035_V.JPG,54.756,-89.9,0,1,0,,
DJI_20250527174418_0036_V.JPG,54.666,-89.9,0,1,0,,
DJI_20250527174419_0037_V.JPG,54.689,-90,0,1,0,,
DJI_20250527174421_0038_V.JPG,54.794,-89.9,0,1,0,,
DJI_20250527174422_0039_V.JPG,54.86,-89.9,0,1,0,,
DJI_20250527174424_0040_V.JPG,54.846,-89.9,0,1,0,,
DJI_20250527174425_0041_V.JPG,54.859,-89.9,0,1,0,,
DJI_20250601173601_0033_V.JPG,68.619,-90,0.16543345226364892,1,0.165433452,,
DJI_20250601173622_0034_V.JPG,68.527,-90,0.4891392970145025,1,0.489139297,,
DJI_20250601173732_0035_V.JPG,54.687,-89.9,0.7080795225054918,1,0.708079523,,
DJI_20250601173739_0036_V.JPG,39.73,-89.9,0.9441464747945562,1,0.944146475,,
DJI_20250601173753_0037_V.JPG,45.585,-90,0.917772419690604,1,0.91777242,,
DJI_20250601173805_0038_V.JPG,50.589,-90,0.8332755527222061,1,0.833275553,,
DJI_20250527174711_0067_V.JPG,113.664,-89.9,0.6707143982783965,1,0.670714398,,
DJI_20250527174722_0068_V.JPG,113.821,-90,0.6255651958329209,1,0.625565196,,
DJI_20250601173026_0005_V.JPG,69.553,-89.9,0,1,0,,
DJI_20250601173031_0006_V.JPG,68.27,-89.9,0,1,0,,
DJI_20250601173044_0007_V.JPG,68.562,-90,0,1,0,,
DJI_20250601173051_0008_V.JPG,71.233,-90,0,1,0,,
DJI_20250601173101_0010_V.JPG,76.606,-89.9,0,1,0,,
DJI_20250601173108_0011_V.JPG,85.358,-90,0,1,0,,
DJI_20250601173159_0012_V.JPG,58.965,-90,0.04502703949240962,1,0.045027039,,
DJI_20250601173209_0013_V.JPG,57.312,-89.9,0.32550458959161593,1,0.32550459,,
DJI_20250601173255_0014_V.JPG,62.076,-89.9,0.8111729786720283,1,0.811172979,,
DJI_20250601173259_0015_V.JPG,62.078,-89.9,0.40629672317446386,1,0.406296723,,
DJI_20250601173454_0031_V.JPG,59.833,-50,0.6557179019029755,1,0.655717902,,
DJI_20250603180549_0031_V.JPG,35.941,-90,0.23082725799918996,1,0.230827258,,
DJI_20250603180555_0033_V.JPG,43.256,-90,0,1,0,,
DJI_20250603180558_0034_V.JPG,47.412,-90,0,1,0,,
DJI_20250603180610_0035_V.JPG,24.816,-90,0.4207103926282146,1,0.420710393,,
DJI_20250603180644_0047_V.JPG,48.059,-82.6,0.18235537887741163,1,0.182355379,,
DJI_20250603180647_0048_V.JPG,53.266,-82.6,0,1,0,,
DJI_20250603180649_0049_V.JPG,54.527,-82.6,0,1,0,,
DJI_20250601173932_0040_V.JPG,47.291,-90,0.7366537892105145,1,0.736653789,,
DJI_20250601173945_0041_V.JPG,47.286,-89.9,0.5349292554132775,1,0.534929255,,
DJI_20250601173949_0042_V.JPG,47.833,-89.9,0.5350244089459066,1,0.535024409,,
DJI_20250601173958_0043_V.JPG,50.646,-89.9,0.5086755935008281,1,0.508675594,,
DJI_20250601174008_0044_V.JPG,55.617,-89.9,0.5776358279392216,1,0.577635828,,
DJI_20250601174039_0045_V.JPG,55.637,-89.9,0.5538923188538863,1,0.553892319,,
DJI_20250601174422_0004_V.JPG,74.272,-84.4,0.47412152892520604,1,0.474121529,,
DJI_20250601174427_0005_V.JPG,68.952,-84.4,0.49211491744462255,1,0.492114917,,
DJI_20250601174429_0006_V.JPG,66.97,-84.4,0.42891320356109086,1,0.428913204,,
DJI_20250601174432_0007_V.JPG,56.674,-84.4,0.658518581295214,1,0.658518581,,
DJI_20250601174436_0008_V.JPG,53.886,-84.4,0.5323995297414448,1,0.53239953,,
DJI_20250601174445_0009_V.JPG,47.68,-84.4,0.7405997610447806,1,0.740599761,,
DJI_20250601173816_0039_V.JPG,55.637,-89.9,0.7107586177075887,1,0.710758618,,
DJI_20250601174417_0003_V.JPG,76.4,-84.4,0.42047139154962904,1,0.420471392,,
DJI_20250601174511_0010_V.JPG,42.995,-84.4,0.6923236765845391,1,0.692323677,,
DJI_20250602161647_0013_V.JPG,44.147,-90,0,1,0,,
DJI_20250602161946_0025_V.JPG,47.194,-90,0.4227665985465538,1,0.422766599,,
DJI_20250602162721_0051_V.JPG,51.455,-90,0,1,0,,
DJI_20250602162838_0059_V.JPG,43.216,-90,0.44912317251118716,1,0.449123173,,
DJI_20250602162930_0069_V.JPG,76.008,-90,0,1,0,,
DJI_20250602163548_0019_V.JPG,71.466,-90,0.11635311118270635,1,0.116353111,,
DJI_20250602163632_0026_V.JPG,48.701,-81,0.4962806658567257,1,0.496280666,,
DJI_20250602163802_0040_V.JPG,44.211,-90,0.8492434653363045,1,0.849243465,,
DJI_20250602164046_0074_V.JPG,45.284,-90,0.13409445664636083,1,0.134094457,,
DJI_20250602164052_0076_V.JPG,50.579,-90,0,1,0,,
DJI_20250603180526_0026_V.JPG,27.751,-90,0.3794499791620176,1,0.379449979,,
DJI_20250601174516_0011_V.JPG,45.135,-84.4,0.7551596798632924,1,0.75515968,,
DJI_20250601174520_0012_V.JPG,47.171,-84.4,0.8074297500793578,1,0.80742975,,
DJI_20250601174523_0013_V.JPG,49.679,-84.4,0.7275214840776504,1,0.727521484,,
DJI_20250601174526_0014_V.JPG,54.191,-84.4,0.6039750252002511,1,0.603975025,,
DJI_20250601174529_0015_V.JPG,57.647,-84.4,0.591317739437401,1,0.591317739,,
DJI_20250601174532_0016_V.JPG,64.984,-84.4,0.49063940084524754,1,0.490639401,,
DJI_20250601174534_0017_V.JPG,68.778,-84.4,0.4848127191524564,1,0.484812719,,
DJI_20250602161547_0008_V.JPG,38.903,-89.9,0.4110032604070123,1,0.41100326,,
DJI_20250602161555_0009_V.JPG,35.508,-89.9,0.11531864798204762,1,0.115318648,,
DJI_20250602161613_0010_V.JPG,40.607,-90,0.27707544086142877,1,0.277075441,,
DJI_20250602161617_0011_V.JPG,40.548,-89.9,0.2908463695534511,1,0.29084637,,
DJI_20250602161641_0012_V.JPG,40.568,-89.9,0.18457606719801842,1,0.184576067,,
DJI_20250602163635_0027_V.JPG,49.957,-81,0.5864134441571394,1,0.586413444,,
DJI_20250602163637_0028_V.JPG,51.569,-81,0.49190455628402197,1,0.491904556,,
DJI_20250602163641_0029_V.JPG,51.443,-81,0.484659419227294,1,0.484659419,,
DJI_20250602163647_0030_V.JPG,54.368,-81,0.4186583694554316,1,0.418658369,,
DJI_20250602163650_0031_V.JPG,57.458,-81,0.4062478812519142,1,0.406247881,,
DJI_20250602163654_0032_V.JPG,61.988,-81,0.2571933615788119,1,0.257193362,,
DJI_20250602163657_0033_V.JPG,66.243,-81,0.14743246239698438,1,0.147432462,,
DJI_20250602163659_0034_V.JPG,69.108,-81,0.12342121710736106,1,0.123421217,,
DJI_20250602163703_0035_V.JPG,74.884,-81,0,1,0,,
DJI_20250602163705_0036_V.JPG,80.856,-81,0,1,0,,
DJI_20250602163708_0037_V.JPG,88.618,-81,0,1,0,,
DJI_20250602163751_0038_V.JPG,42.338,-89.9,0.8471773000883852,1,0.8471773,,
DJI_20250602163759_0039_V.JPG,40.015,-89.9,0.9123175959727325,1,0.912317596,,
DJI_20250602161653_0014_V.JPG,46.946,-89.9,0,1,0,,
DJI_20250602161703_0015_V.JPG,48.46,-90,0,1,0,,
DJI_20250602161706_0016_V.JPG,50.937,-90,0,1,0,,
DJI_20250602161714_0017_V.JPG,58.972,-90,0,1,0,,
DJI_20250602161719_0018_V.JPG,74.907,-89.9,0,1,0,,
DJI_20250602161721_0019_V.JPG,76.545,-90,0,1,0,,
DJI_20250602161853_0020_V.JPG,49.874,-90,0.5305086007416544,1,0.530508601,,
DJI_20250602161902_0021_V.JPG,35.315,-89.9,0.5925664038797781,1,0.592566404,,
DJI_20250602161914_0022_V.JPG,39.464,-89.9,0.578164629754438,1,0.57816463,,
DJI_20250602161928_0023_V.JPG,39.713,-90,0.52664381576063,1,0.526643816,,
DJI_20250602161932_0024_V.JPG,39.649,-89.9,0.5455640334543406,1,0.545564033,,
DJI_20250602162841_0060_V.JPG,44.584,-89.9,0.5628726120588918,1,0.562872612,,
DJI_20250602162854_0061_V.JPG,45.612,-90,0.4337500882397515,1,0.433750088,,
DJI_20250602162858_0062_V.JPG,47.28,-90,0.4304078014184397,1,0.430407801,,
DJI_20250602162901_0063_V.JPG,48.854,-89.9,0.46481054177740566,1,0.464810542,,
DJI_20250602162906_0064_V.JPG,52.395,-90,0.3572082646683872,1,0.357208265,,
DJI_20250602162911_0065_V.JPG,54.938,-90,0.3358219046032171,1,0.335821905,,
DJI_20250602162916_0066_V.JPG,59.107,-90,0.14227094125418036,1,0.142270941,,
DJI_20250602162919_0067_V.JPG,62.218,-90,0,1,0,,
DJI_20250602162926_0068_V.JPG,72.111,-89.9,0.062482567152948504,1,0.062482567,,
DJI_20250602162723_0052_V.JPG,56.167,-90,0,1,0,,
DJI_20250602162724_0053_V.JPG,61.284,-90,0,1,0,,
DJI_20250602162821_0054_V.JPG,36.3,-89.9,0.6997900267317615,1,0.699790027,,
DJI_20250602162823_0055_V.JPG,34.728,-89.9,0.809047806092434,1,0.809047806,,
DJI_20250602162829_0056_V.JPG,37.373,-89.9,0.5061042732600495,1,0.506104273,,
DJI_20250602162832_0057_V.JPG,39.065,-89.9,0.5209814701981033,1,0.52098147,,
DJI_20250602162835_0058_V.JPG,40.999,-89.9,0.5384456561381934,1,0.538445656,,
DJI_20250602163603_0020_V.JPG,71.283,-81,0.11788056584354412,1,0.117880566,,
DJI_20250602163611_0021_V.JPG,58.146,-81,0.43413767168588074,1,0.434137672,,
DJI_20250602163617_0022_V.JPG,46.677,-81,0.48934177230451337,1,0.489341772,,
DJI_20250602163620_0023_V.JPG,42.741,-81,0.5226456816153597,1,0.522645682,,
DJI_20250602163625_0024_V.JPG,46.205,-81,0.5401983227114613,1,0.540198323,,
DJI_20250602163628_0025_V.JPG,48.705,-81,0.5038921590221235,1,0.503892159,,
DJI_20250602163816_0044_V.JPG,62.203,-90,0.523247263883032,1,0.523247264,,
DJI_20250602163829_0047_V.JPG,77.935,-90,0.4732451528818083,1,0.473245153,,
DJI_20250602163833_0048_V.JPG,85.42,-90,0.10415866425172177,1,0.104158664,,
DJI_20250602163938_0060_V.JPG,46.576,-80.6,0.7455648602257338,1,0.74556486,,
DJI_20250602164049_0075_V.JPG,48.284,-90,0,1,0,,
