H,Completeness,Quality Factor
0.0,0.7040606856628893,0.7040606856628893
0.0,0.4271014455863699,0.4271014455863699
0.0,0.6188918829770573,0.6188918829770573
0.0,0.5323962494941243,0.5323962494941243
0.0,0.5835094235508013,0.5835094235508013
0.0,0.4768811448707366,0.4768811448707366
0.0,0.6582732942879275,0.6582732942879275
0.16666666666666666,0.0,0.0
0.16666666666666666,0.43754373925304707,0.43754373925304707
0.16666666666666666,0.5148642132533301,0.5148642132533301
0.16666666666666666,0.32384652637230055,0.32384652637230055
0.16666666666666666,0.249352315086701,0.249352315086701
0.16666666666666666,0.9912173569167603,0.9912173569167603
0.16666666666666666,0.798392016966395,0.798392016966395
0.16666666666666666,0.0,0.0
0.16666666666666666,0.7670131260509762,0.7670131260509762
0.16666666666666666,0.9105913845505046,0.9105913845505046
0.16666666666666666,0.42421701278027985,0.42421701278027985
0.16666666666666666,0.41920744144936,0.41920744144936
0.16666666666666666,0.8361452226378564,0.8361452226378564
0.16666666666666666,0.6896674924895134,0.6896674924895134
0.16666666666666666,0.621024502860373,0.621024502860373
0.16666666666666666,0.2617689141163044,0.2617689141163044
0.16666666666666666,0.8108710952056546,0.8108710952056546
0.16666666666666666,0.3622816795555846,0.3622816795555846
0.16666666666666666,0.8436614657499182,0.8436614657499182
0.16666666666666666,0.7628716827842781,0.7628716827842781
0.16666666666666666,0.44104657960904253,0.44104657960904253
0.16666666666666666,0.5780727206395153,0.5780727206395153
0.16666666666666666,0.4097564062465043,0.4097564062465043
0.16666666666666666,0.5078198947153598,0.5078198947153598
0.16666666666666666,0.34868158851078734,0.34868158851078734
0.16666666666666666,0.5802359971646603,0.5802359971646603
0.16666666666666666,0.4849795676877817,0.4849795676877817
0.16666666666666666,0.9610327949180564,0.9610327949180564
0.16666666666666666,0.7865089562909329,0.7865089562909329
0.3333333333333333,0.4284509298047482,0.4284509298047482
0.3333333333333333,0.22918858153459132,0.22918858153459132
0.3333333333333333,0.3122564005971721,0.3122564005971721
0.3333333333333333,0.0,0.0
0.3333333333333333,0.7355606105147517,0.7355606105147517
0.3333333333333333,0.35552113177967143,0.35552113177967143
0.3333333333333333,0.8770939349795684,0.8770939349795684
0.3333333333333333,0.40091506019159073,0.40091506019159073
0.3333333333333333,0.6566974751860498,0.6566974751860498
0.3333333333333333,0.24638982032976203,0.24638982032976203
0.3333333333333333,0.8212286889562016,0.8212286889562016
0.3333333333333333,0.14281012762105774,0.14281012762105774
0.3333333333333333,0.3433076462741108,0.3433076462741108
0.3333333333333333,0.8227085605620267,0.8227085605620267
0.3333333333333333,0.0,0.0
0.3333333333333333,0.3254059654158944,0.3254059654158944
0.3333333333333333,0.3170617054995616,0.3170617054995616
0.3333333333333333,0.6592954788386756,0.6592954788386756
0.3333333333333333,0.63409823340816,0.63409823340816
0.3333333333333333,0.9492099687442085,0.9492099687442085
0.3333333333333333,0.5218641284412285,0.5218641284412285
0.3333333333333333,0.38365312112539957,0.38365312112539957
0.3333333333333333,0.4685533140937647,0.4685533140937647
0.3333333333333333,0.303218231409338,0.303218231409338
0.3333333333333333,0.8683422169816009,0.8683422169816009
0.3333333333333333,0.19131396029626926,0.19131396029626926
0.3333333333333333,0.43856955981012863,0.43856955981012863
0.3333333333333333,0.0,0.0
0.3333333333333333,0.6843509310403894,0.6843509310403894
0.3333333333333333,0.0,0.0
0.3333333333333333,0.3153690383759694,0.3153690383759694
0.3333333333333333,0.7832486495772313,0.7832486495772313
0.3333333333333333,0.46760438054664255,0.46760438054664255
0.3333333333333333,0.5583721982678074,0.5583721982678074
0.3333333333333333,0.0,0.0
0.3333333333333333,0.5156145427255866,0.5156145427255866
0.3333333333333333,0.4923964817177355,0.4923964817177355
0.3333333333333333,0.49970303043478737,0.49970303043478737
0.3333333333333333,0.0,0.0
0.3333333333333333,0.42228703764663666,0.42228703764663666
0.3333333333333333,0.0,0.0
0.3333333333333333,0.36545467203455256,0.36545467203455256
0.3333333333333333,0.3292760965009143,0.3292760965009143
0.3333333333333333,0.264471756953198,0.264471756953198
0.3333333333333333,0.4717964203940346,0.4717964203940346
0.3333333333333333,0.44020710187241147,0.44020710187241147
0.3333333333333333,0.4900032573408143,0.4900032573408143
0.3333333333333333,0.616100955633014,0.616100955633014
0.5,0.14616737947883063,0.14616737947883063
0.5,0.3276504310576659,0.3276504310576659
0.5,0.26400569306038923,0.26400569306038923
0.5,0.017417819565812044,0.017417819565812044
0.5,0.45020188529512656,0.45020188529512656
0.5,0.8252799863105063,0.8252799863105063
0.5,0.0,0.0
0.5,0.9013631373720775,0.9013631373720775
0.5,0.7767787369026045,0.7767787369026045
0.5,0.6160369959778037,0.6160369959778037
0.5,0.0,0.0
0.5,0.9364578444590934,0.9364578444590934
0.5,0.9424324579470125,0.9424324579470125
0.5,0.961985295357342,0.961985295357342
0.5,0.5550150636036271,0.5550150636036271
0.5,0.18356789453926098,0.18356789453926098
0.5,0.0,0.0
0.5,0.6722359482518611,0.6722359482518611
0.5,0.0,0.0
0.5,0.36870235489486025,0.36870235489486025
0.5,0.21287546783682154,0.21287546783682154
0.5,0.45313987256805466,0.45313987256805466
0.5,0.8029016003652498,0.8029016003652498
0.5,0.7325527357944699,0.7325527357944699
0.5,0.8544263513074302,0.8544263513074302
0.5,0.0,0.0
0.5,0.7651114406492543,0.7651114406492543
0.5,0.9997346446584499,0.9997346446584499
0.5,0.0,0.0
0.5,1.0,1.0
0.5,0.0,0.0
0.5,0.0,0.0
0.5,0.0,0.0
0.5,0.0,0.0
0.5,0.0,0.0
0.5,0.0,0.0
0.5,0.0,0.0
0.5,0.5820242181340325,0.5820242181340325
0.5,0.4608493478811623,0.4608493478811623
0.5,0.5612377659104586,0.5612377659104586
0.5,0.5090630292542773,0.5090630292542773
0.5,0.0,0.0
0.5,0.6506433002702897,0.6506433002702897
0.5,0.6902211881415758,0.6902211881415758
0.5,0.8510309694625792,0.8510309694625792
0.5,0.3879855368602817,0.3879855368602817
0.5,0.852687555984481,0.852687555984481
0.5,0.0,0.0
0.5,0.0,0.0
0.5,0.503736683642656,0.503736683642656
0.5,0.34590075884714266,0.34590075884714266
0.5,0.31726030456615406,0.31726030456615406
0.5,0.49970520703031424,0.49970520703031424
0.5,0.3603338038519182,0.3603338038519182
0.5,0.01847510309670586,0.01847510309670586
0.5,0.5389945202039029,0.5389945202039029
0.5,0.5132589314819508,0.5132589314819508
0.5,0.5048953306162264,0.5048953306162264
0.5,0.663798510414548,0.663798510414548
0.5,0.5786595440153972,0.5786595440153972
0.5,0.7119146446491545,0.7119146446491545
0.6666666666666666,0.9078614149027234,0.9078614149027234
0.6666666666666666,0.9864501719849026,0.9864501719849026
0.6666666666666666,0.0,0.0
0.6666666666666666,0.6710684336297869,0.6710684336297869
0.6666666666666666,0.7109126073797811,0.7109126073797811
0.6666666666666666,0.39018445726569506,0.39018445726569506
0.6666666666666666,0.5243496673128327,0.5243496673128327
0.6666666666666666,0.44567029253892626,0.44567029253892626
0.6666666666666666,0.34468783321043167,0.34468783321043167
0.6666666666666666,0.4827917386041672,0.4827917386041672
0.6666666666666666,0.6915068930025785,0.6915068930025785
0.6666666666666666,0.8630175431315693,0.8630175431315693
0.6666666666666666,0.6588546356079793,0.6588546356079793
0.6666666666666666,0.5548191189218235,0.5548191189218235
0.6666666666666666,0.0,0.0
0.6666666666666666,0.3651627127458357,0.3651627127458357
0.6666666666666666,0.4001539619303286,0.4001539619303286
0.6666666666666666,0.9727667863454311,0.9727667863454311
0.6666666666666666,0.9742472649539665,0.9742472649539665
0.6666666666666666,0.9353212128527963,0.0
0.6666666666666666,0.9428914371365716,0.0
0.6666666666666666,0.9030588715621691,0.0
0.6666666666666666,0.8848521077361778,0.8848521077361778
0.6666666666666666,0.7294360383094276,0.7294360383094276
0.6666666666666666,0.5219301545099556,0.5219301545099556
0.6666666666666666,0.2939936202372444,0.2939936202372444
0.6666666666666666,0.6074769005218796,0.6074769005218796
0.6666666666666666,0.5074379798286309,0.5074379798286309
0.6666666666666666,0.41165578884421494,0.41165578884421494
0.6666666666666666,0.7293798575041306,0.7293798575041306
0.6666666666666666,0.5328840442842894,0.5328840442842894
0.6666666666666666,0.87533938262752,0.87533938262752
0.6666666666666666,0.8770195851608056,0.8770195851608056
0.6666666666666666,0.3884021240222809,0.3884021240222809
0.6666666666666666,0.540746442210874,0.540746442210874
0.6666666666666666,0.0,0.0
0.6666666666666666,0.923141433025781,0.923141433025781
0.6666666666666666,0.0,0.0
0.6666666666666666,0.8805045950626024,0.8805045950626024
0.6666666666666666,0.6749565944982782,0.6749565944982782
0.6666666666666666,0.7118524609276162,0.7118524609276162
0.6666666666666666,0.6874354714049558,0.6874354714049558
0.6666666666666666,0.6824848594692967,0.6824848594692967
0.6666666666666666,0.5486487981442496,0.5486487981442496
0.6666666666666666,0.399027072417034,0.399027072417034
0.6666666666666666,0.36488929608776455,0.36488929608776455
0.6666666666666666,0.5024915618209383,0.5024915618209383
0.6666666666666666,0.2054715743154981,0.2054715743154981
0.6666666666666666,0.10485531791909182,0.10485531791909182
0.6666666666666666,0.32836893395547684,0.32836893395547684
0.6666666666666666,0.2590051306112773,0.2590051306112773
0.6666666666666666,0.3818356147793966,0.3818356147793966
0.6666666666666666,0.2789633887377094,0.2789633887377094
0.6666666666666666,0.44212798999518504,0.44212798999518504
0.6666666666666666,0.6840696383719052,0.6840696383719052
0.6666666666666666,0.7185994533113228,0.7185994533113228
0.6666666666666666,0.7089373834995525,0.7089373834995525
0.6666666666666666,0.9922727553336267,0.9922727553336267
0.6666666666666666,0.5908886363018616,0.5908886363018616
0.6666666666666666,0.7355272714418039,0.7355272714418039
0.6666666666666666,0.6040564933375704,0.6040564933375704
0.6666666666666666,0.8630923917743416,0.8630923917743416
0.6666666666666666,0.8607025479818214,0.8607025479818214
0.6666666666666666,0.38908309291752285,0.38908309291752285
0.6666666666666666,0.3752468908399661,0.3752468908399661
0.8333333333333334,0.0,0.0
0.8333333333333334,0.5347687135770328,0.5347687135770328
0.8333333333333334,0.0,0.0
0.8333333333333334,0.40803751079623435,0.40803751079623435
0.8333333333333334,0.0,0.0
0.8333333333333334,0.6008883158124438,0.6008883158124438
0.8333333333333334,0.37757685471661384,0.37757685471661384
0.8333333333333334,0.0,0.0
0.8333333333333334,0.0,0.0
0.8333333333333334,0.42126047887008744,0.42126047887008744
0.8333333333333334,0.0,0.0
0.8333333333333334,0.0,0.0
0.8333333333333334,0.0,0.0
0.8333333333333334,0.6704422622547878,0.6704422622547878
0.8333333333333334,0.3150627113531351,0.3150627113531351
0.8333333333333334,0.0,0.0
0.8333333333333334,0.46884176158132324,0.46884176158132324
0.8333333333333334,0.6966233478948809,0.6966233478948809
0.8333333333333334,0.41070315818982644,0.41070315818982644
0.8333333333333334,0.372587112140894,0.372587112140894
1.0,0.26830853894872353,0.26830853894872353
1.0,0.0,0.0
1.0,0.4153560623408051,0.4153560623408051
1.0,0.3455588700797202,0.3455588700797202
1.0,0.4271544381249564,0.0
1.0,0.4421880101427068,0.4421880101427068
1.0,0.2842472251281781,0.2842472251281781
1.0,0.2258410136738519,0.2258410136738519
1.0,0.5182713795649889,0.5182713795649889
1.0,0.0,0.0
1.0,0.402862963941587,0.402862963941587
1.0,0.23432886679236978,0.23432886679236978
1.0,0.2949319462617576,0.2949319462617576
